aphiaID,scientificName,verbatimScientificName,taxonID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,acceptedNameUsageID,acceptedNameUsage,majorgroup,taxon,taxa_name,TG_latest,unreviewed_traitValue,References,PataHunt_traitValue,filter_or_not,campbell_diet,same_or_not,global_totalAbundance,global_relativeAbundance,auscpr_totalAbundance,auscpr_relativeAbundance,natlantic_totalAbundance,natlantic_relativeAbundance,npacific_totalAbundance,npacific_relativeAbundance,socpr_totalAbundance,socpr_relativeAbundance
345933,Acartia (Acanthacartia) fossae,Acartia (Acanthacartia) fossae,326,"Gurney, 1927",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acanthacartia) fossae,urn:lsid:marinespecies.org:taxname:345933,"Acartia (Acanthacartia) fossae Gurney, 1927",Calanoid,Acartiaossae,Acartia fossae,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,1339.174,8.95875293029474E-07,1339.174,0.001699385,NA,NA,NA,NA,NA,NA
346059,Acartia (Odontacartia) pacifica,Acartia (Odontacartia) pacifica,374,"Steuer, 1915",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Odontacartia) pacifica,urn:lsid:marinespecies.org:taxname:346059,"Acartia (Odontacartia) pacifica Steuer, 1915",Calanoid,Acartia pacifica,Acartia pacifica,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,826.1347,5.52664303850221E-07,825.1347,0.00104708,NA,NA,NA,NA,1,1.23306766890407E-07
345943,Acartia (Acanthacartia) tonsa,Acartia (Acanthacartia) tonsa,334,"Dana, 1849",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acanthacartia) tonsa,urn:lsid:marinespecies.org:taxname:345943,"Acartia (Acanthacartia) tonsa Dana, 1849",Calanoid,Acartia tonsa,Acartia tonsa,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,700.7192,4.68764341774391E-07,700.7192,0.00088919879822081,NA,NA,NA,NA,NA,NA
346050,Acartia (Odontacartia) australis,Acartia (Odontacartia) australis,365,"Farran, 1936",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Odontacartia) australis,urn:lsid:marinespecies.org:taxname:346050,"Acartia (Odontacartia) australis Farran, 1936",Calanoid,Acartia australis,Acartia australis,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,430.6673,2.88106096433856E-07,430.6673,0.00054650828119595,NA,NA,NA,NA,NA,NA
346049,Acartia (Odontacartia) amboinensis,Acartia (Odontacartia) amboinensis,364,"Carl, 1907",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Odontacartia) amboinensis,urn:lsid:marinespecies.org:taxname:346049,"Acartia (Odontacartia) amboinensis Carl, 1907",Calanoid,Acartia amboinensis,Acartia amboinensis,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,48.0001,3.21109158727276E-08,48.0001,6.09111770228062E-05,NA,NA,NA,NA,NA,NA
346040,Acartia (Acartiura) simplex,Acartia (Acartiura) simplex,355,"Sars G.O., 1905",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) simplex,urn:lsid:marinespecies.org:taxname:346040,"Acartia (Acartiura) simplex Sars G.O., 1905",Calanoid,Acartia simplex,Acartia simplex,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,39.3335,2.63131682950646E-08,39.3335,4.9913433126734E-05,NA,NA,NA,NA,NA,NA
345940,Acartia (Acanthacartia) sinjiensis,Acartia (Acanthacartia) sinjiensis,331,"Mori, 1940",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acanthacartia) sinjiensis,urn:lsid:marinespecies.org:taxname:345940,"Acartia (Acanthacartia) sinjiensis Mori, 1940",Calanoid,Acartia sinjiensis,Acartia sinjiensis,omnivore,not_determined,[1] [A],not determined,0,omni,TRUE,24.6668,1.65014976979089E-08,24.6668,3.13016810670427E-05,NA,NA,NA,NA,NA,NA
346051,Acartia (Odontacartia) bispinosa,Acartia (Odontacartia) bispinosa,366,"Carl, 1907",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Odontacartia) bispinosa,urn:lsid:marinespecies.org:taxname:346051,"Acartia (Odontacartia) bispinosa Carl, 1907",Calanoid,Acartia bispinosa,Acartia bispinosa,omnivore,not_determined,[1] [A],not determined,0,omni,TRUE,16.6666,1.11495557401839E-08,16.6666,2.11495855835363E-05,NA,NA,NA,NA,NA,NA
416442,Acartia (Acanthacartia) pietschmani,Acartia (Acanthacartia) pietschmani,329,"Pesta, 1912",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acanthacartia) pietschmani,urn:lsid:marinespecies.org:taxname:416442,"Acartia (Acanthacartia) pietschmani Pesta, 1912",Calanoid,Acartia pietschmani,Acartia pietschmani,omnivore,not_determined,[1] [A],not determined,0,omni,TRUE,2,1.33795204063023E-09,2,2.53796042186605E-06,NA,NA,NA,NA,NA,NA
149755,Acartia (Acartiura) clausi,Acartia (Acartiura) clausi,343,"Giesbrecht, 1889",220,Species,104108,Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia (Acartiura) clausi,urn:lsid:marinespecies.org:taxname:149755,"Acartia (Acartiura) clausi Giesbrecht, 1889",Calanoid,Acartia clausi,Acartia clausi,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,1.3333,8.91945727886143E-10,1.3333,1.691931315237E-06,NA,NA,NA,NA,NA,NA
104192,Acrocalanus,Acrocalanus,390,"Giesbrecht, 1888",180,Genus,104093,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,NA,urn:lsid:marinespecies.org:taxname:104192,"Acrocalanus Giesbrecht, 1888",Calanoid,Acrocalanus spp.,Acrocalanus spp.,omnivore,not_determined,[A],not determined,0,omni,TRUE,6260.3862,4.18804824571167E-06,6260.3862,0.007944306,NA,NA,NA,NA,NA,NA
220838,Acrocalanus gracilis,Acrocalanus gracilis,393,"Giesbrecht, 1888",220,Species,104192,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus gracilis,urn:lsid:marinespecies.org:taxname:220838,"Acrocalanus gracilis Giesbrecht, 1888",Calanoid,Acrocalanus gracilis,Acrocalanus gracilis,omnivore,omnivore; herbivore,[A],omnivore; herbivore,0,omni,TRUE,197.4076,1.32060950627958E-07,197.4076,0.00025050633788778,NA,NA,NA,NA,NA,NA
104645,Acrocalanus gibber,Acrocalanus gibber,392,"Giesbrecht, 1888",220,Species,104192,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus gibber,urn:lsid:marinespecies.org:taxname:104645,"Acrocalanus gibber Giesbrecht, 1888",Calanoid,Acrocalanus gibber,Acrocalanus gibber,omnivore,omnivore; herbivore,[A],omnivore; herbivore,0,omni,TRUE,53.3276,3.56748856209563E-08,53.3276,6.76716690965518E-05,NA,NA,NA,NA,NA,NA
220839,Acrocalanus monachus,Acrocalanus monachus,395,"Giesbrecht, 1888",220,Species,104192,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus,urn:lsid:marinespecies.org:taxname:220839,"Acrocalanus monachus Giesbrecht, 1888",Calanoid,Acrocalanus monachus,Acrocalanus monachus,omnivore,omnivore; herbivore,[A],omnivore; herbivore,0,omni,TRUE,18.5187,1.23885662274095E-08,18.5187,2.34998638322054E-05,NA,NA,NA,NA,NA,NA
104646,Acrocalanus longicornis,Acrocalanus longicornis,394,"Giesbrecht, 1888",220,Species,104192,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus longicornis,urn:lsid:marinespecies.org:taxname:104646,"Acrocalanus longicornis Giesbrecht, 1888",Calanoid,Acrocalanus longicornis,Acrocalanus longicornis,omnivore,omnivore; herbivore,[A],omnivore; herbivore,0,omni,TRUE,2,1.33795204063023E-09,2,2.53796042186605E-06,NA,NA,NA,NA,NA,NA
104275,Aetideus armatus,Aetideus armatus,413,"(Boeck, 1872)",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus armatus,urn:lsid:marinespecies.org:taxname:104275,"Aetideus armatus (Boeck, 1872)",Calanoid,Aetideus armatus,Aetideus armatus,carnivore,carnivore,[1] [2] [A],omnivore; carnivore,0,omni,FALSE,677.5848000004,4.53287982930281E-07,0.5848,7.42099627353632E-07,677,NA,NA,NA,NA,NA
104276,Aetideus giesbrechti,Aetideus giesbrechti,417,"Cleve, 1904",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus giesbrechti,urn:lsid:marinespecies.org:taxname:104276,"Aetideus giesbrechti Cleve, 1904",Calanoid,Aetideus giesbrechti,Aetideus giesbrechti,carnivore,carnivore;carnivore,[2] [A],carnivore,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
341238,Aetideus australis,Aetideus australis,414,"(Vervoort, 1957)",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus australis,urn:lsid:marinespecies.org:taxname:341238,"Aetideus australis (Vervoort, 1957)",Calanoid,Aetideus australis,Aetideus australis,carnivore,not_determined,Derived at genus level,not determined,0,NA,NA,2,1.33795204063023E-09,NA,NA,NA,NA,NA,NA,2,2.46613533780814E-07
104112,Aetideus,Aetideus,410,"Brady, 1883",180,Genus,104075,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,NA,urn:lsid:marinespecies.org:taxname:104112,"Aetideus Brady, 1883",Calanoid,Aetideus spp.,Aetideus spp.,carnivore,omnivore,[A] *,omnivore,0,omni,TRUE,1.6667,1.1149823330592E-09,0.6667,8.46029106629046E-07,NA,NA,NA,NA,1,1.23306766890407E-07
104273,Aetideus acutus,Aetideus acutus,411,"Farran, 1929",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus acutus,urn:lsid:marinespecies.org:taxname:104273,"Aetideus acutus Farran, 1929",Calanoid,Aetideus acutus,Aetideus acutus,carnivore,omnivore; carnivore,[A],omnivore; carnivore,0,omni,FALSE,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
345717,Aetideus pseudarmatus,Aetideus pseudarmatus,419,"Bradford, 1971",220,Species,104112,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Aetideus,Aetideus pseudarmatus,urn:lsid:marinespecies.org:taxname:345717,"Aetideus pseudarmatus Bradford, 1971",Calanoid,Aetideus pseudarmatus,Aetideus pseudarmatus,carnivore,not_determined,Derived at genus level,not determined,0,omni,FALSE,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
364368,Anomalocera patersonii,Anomalocera patersoni,460,"Templeton, 1837",220,Species,104206,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Anomalocera,Anomalocera patersonii,urn:lsid:marinespecies.org:taxname:364368,"Anomalocera patersonii Templeton, 1837",Calanoid,Anomalocera patersoni,NA,carnivore,NA,Derived at family level,omnivore,0,NA,NA,818,5.47222384618032E-07,NA,NA,818,NA,NA,NA,NA,NA
104137,Augaptilus,Augaptilus,488,"Giesbrecht, 1889",180,Genus,104077,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,Augaptilus,NA,urn:lsid:marinespecies.org:taxname:104137,"Augaptilus Giesbrecht, 1889",Calanoid,Augaptilus spp.,Augaptilus spp.,carnivore,not_determined,[2],not determined,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
346152,Bestiolina similis,Bestiolina similis,526,"(Sewell, 1914)",220,Species,346148,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Bestiolina,Bestiolina similis,urn:lsid:marinespecies.org:taxname:346152,"Bestiolina similis (Sewell, 1914)",Calanoid,Bestiolina similis,Bestiolina similis,omnivore,not_determined,[C],not determined,0,omni,TRUE,126.9407,8.49202843020149E-08,126.9407,0.00016108523626198,NA,NA,NA,NA,NA,NA
346148,Bestiolina,Bestiolina,521,"Andronov, 1991",180,Genus,104093,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Bestiolina,NA,urn:lsid:marinespecies.org:taxname:346148,"Bestiolina Andronov, 1991",Calanoid,Bestiolina spp.,Bestiolina spp.,NA,not_determined,NA,not determined,0,NA,NA,4.626,3.09468306997772E-09,4.626,5.87030245577616E-06,NA,NA,NA,NA,NA,NA
104115,Bradyidius,Bradyidius,562,"Giesbrecht, 1897",180,Genus,104075,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Bradyidius,NA,urn:lsid:marinespecies.org:taxname:104115,"Bradyidius Giesbrecht, 1897",Calanoid,Bradyidius spp.,Bradyidius spp.,omnivore,omnivore,[A],omnivore,0,NA,NA,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
342434,Calanoides acutus,Calanoides acutus,603,"(Giesbrecht, 1902)",220,Species,104151,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanoides,Calanoides acutus,urn:lsid:marinespecies.org:taxname:342434,"Calanoides acutus (Giesbrecht, 1902)",Calanoid,Calanoides acutus,Calanoides acutus,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,42624.6684,2.85148810334834E-05,552.6684,0.00070132526280801,NA,NA,NA,NA,42072,0.005187762
104462,Calanoides carinatus,Calanoides carinatus,605,"(KrÃ¸yer, 1849)",220,Species,104151,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanoides,Calanoides carinatus,urn:lsid:marinespecies.org:taxname:104462,"Calanoides carinatus (KrÃ¸yer, 1849)",Calanoid,Calanoides carinatus,Calanoides carinatus,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,13624.5853000006,9.11452085243822E-06,30.5853,3.88121404454498E-05,13594,NA,NA,NA,NA,NA
357533,Calanoides brevicornis,Calanoides macrocarinatus,604,"(Lubbock, 1856)",220,Species,104151,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanoides,Calanoides brevicornis,urn:lsid:marinespecies.org:taxname:357533,"Calanoides brevicornis (Lubbock, 1856)",Calanoid,Calanoides breivcornis,Calanoides breivcornis,omnivore,not_determined,[1],not determined,0,omni,TRUE,668.6669,4.47322121678445E-07,12.6669,1.60740454338675E-05,NA,NA,NA,NA,656,8.08892390801069E-05
104151,Calanoides,Calanoides,602,"Brady, 1883",180,Genus,104079,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanoides,NA,urn:lsid:marinespecies.org:taxname:104151,"Calanoides Brady, 1883",Calanoid,Calanoides spp.,Calanoides spp.,omnivore,not_determined,[1],not determined,0,omni,TRUE,370.9952,2.4818689245201E-07,328.9952,0.00041748839829195,NA,NA,NA,NA,42,5.17888420939709E-06
345759,Calanoides patagoniensis,Calanoides patagoniensis,606,"Brady, 1883",220,Species,104151,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanoides,Calanoides patagoniensis,urn:lsid:marinespecies.org:taxname:345759,"Calanoides patagoniensis Brady, 1883",Calanoid,Calanoides patagoniensis,Calanoides patagoniensis,omnivore,not_determined,[1],not determined,0,omni,TRUE,21.3335,1.42715999293925E-08,21.3335,2.70717893299396E-05,NA,NA,NA,NA,NA,NA
220919,Calanopia minor,Calanopia minor,620,"Scott A., 1902",220,Species,104207,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Calanopia,Calanopia minor,urn:lsid:marinespecies.org:taxname:220919,"Calanopia minor Scott A., 1902",Calanoid,Calanopia minor,Calanopia minor,carnivore,omnivore,[C],omnivore,0,carn,FALSE,453.5415,3.03408387717748E-07,453.5415,0.00057553518833687,NA,NA,NA,NA,NA,NA
104724,Calanopia elliptica,Calanopia elliptica,614,"(Dana, 1849)",220,Species,104207,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Calanopia,Calanopia elliptica,urn:lsid:marinespecies.org:taxname:104724,"Calanopia elliptica (Dana, 1849)",Calanoid,Calanopia elliptica,Calanopia elliptica,carnivore,omnivore,[C],omnivore,0,carn,FALSE,290.1803,1.94123662267846E-07,290.1803,0.0003682330583026,NA,NA,NA,NA,NA,NA
104207,Calanopia,Calanopia,608,"Dana, 1852-1853",180,Genus,104097,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Calanopia,NA,urn:lsid:marinespecies.org:taxname:104207,"Calanopia Dana, 1852-1853",Calanoid,Calanopia spp.,Calanopia spp.,carnivore,not_determined,[C],not determined,0,carn,FALSE,168.268,1.12567256986384E-07,168.268,0.00021352876213327,NA,NA,NA,NA,NA,NA
346200,Calanopia aurivilli,Calanopia aurivilli,611,"Cleve, 1901",220,Species,104207,Animalia,Arthropoda,Copepoda,Calanoida,Pontellidae,Calanopia,Calanopia aurivilli,urn:lsid:marinespecies.org:taxname:346200,"Calanopia aurivilli Cleve, 1901",Calanoid,Calanopia aurivilli,Calanopia aurivilli,carnivore,omnivore,[C],omnivore,0,carn,FALSE,34.6671,2.31914585938661E-08,34.6671,4.39918638704362E-05,NA,NA,NA,NA,NA,NA
104152,Calanus,Calanus,625,"Leach, 1816",180,Genus,104079,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,NA,urn:lsid:marinespecies.org:taxname:104152,"Calanus Leach, 1816",Calanoid,Calanus sp.,Calanus I-IV,omnivore,not_determined,[1] Richardson et al. (2006; 10.1016/j.pocean.2005.09.011); [A],not determined,0,NA,NA,50425059.0000035,0.0337331552939772,NA,NA,50209037.0000035,NA,214800,0.00015876695656596,1222,0.00015068086914007
104464,Calanus finmarchicus,Calanus finmarchicus,630,"(Gunnerus, 1770)",220,Species,104152,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus finmarchicus,urn:lsid:marinespecies.org:taxname:104464,"Calanus finmarchicus (Gunnerus, 1770)",Calanoid,Calanus finmarchicus,Calanus finmarchicus,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,NA,NA,3785030.00000001,0.002532094,NA,NA,3785028.00000001,NA,2,1.4782770629978E-09,NA,NA
104466,Calanus helgolandicus,Calanus helgolandicus,632,"(Claus, 1863)",220,Species,104152,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus helgolandicus,urn:lsid:marinespecies.org:taxname:104466,"Calanus helgolandicus (Claus, 1863)",Calanoid,Calanus helgolandicus,Calanus helgolandicus,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,NA,NA,758789.000000008,0.00050761164547889,NA,NA,758789.000000008,NA,NA,NA,NA,NA
342436,Calanus simillimus,Calanus simillimus,638,"Giesbrecht, 1902",220,Species,104152,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus simillimus,urn:lsid:marinespecies.org:taxname:342436,"Calanus simillimus Giesbrecht, 1902",Calanoid,Calanus simillimus,Calanus simillimus,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,377365.3366,0.00025244836108354,8665.3366,0.010996141,NA,NA,NA,NA,368700,0.045463205
104467,Calanus hyperboreus,Calanus hyperboreus,633,"KrÃ¸yer, 1838",220,Species,104152,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus hyperboreus,urn:lsid:marinespecies.org:taxname:104467,"Calanus hyperboreus KrÃ¸yer, 1838",Calanoid,Calanus hyperboreus,Calanus hyperboreus,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,NA,NA,19464,1.30209492594146E-05,NA,NA,19458,NA,6,4.43483118899341E-09,NA,NA
342435,Calanus propinquus,Calanus propinquus,637,"Brady, 1883",220,Species,104152,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus propinquus,urn:lsid:marinespecies.org:taxname:342435,"Calanus propinquus Brady, 1883",Calanoid,Calanus propinquus,Calanus propinquus,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,9382.6667,6.27677902890915E-06,28.6667,3.63774750127537E-05,NA,NA,NA,NA,9354,0.001153411
104465,Calanus glacialis,Calanus glacialis,631,"Jaschnov, 1955",220,Species,104152,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus glacialis,urn:lsid:marinespecies.org:taxname:104465,"Calanus glacialis Jaschnov, 1955",Calanoid,Calanus glacialis,Calanus glacialis,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,NA,NA,12152,8.12939659887135E-06,NA,NA,11752,NA,400,2.95655412599561E-07,NA,NA
345760,Calanus australis,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus australis,urn:lsid:marinespecies.org:taxname:345760,"Alternative representation to Calanus australis australis Brodsky, 1959",Calanoid,Calanus australis,Calanus australis,omnivore,not_determined,[1] [A],not determined,0,NA,NA,2594,1.73532379669741E-06,NA,NA,NA,NA,NA,NA,2594,0.00031985775331371
716449,Calanus australis australis,Calanus australis,627,"Brodsky, 1959",220,Species,104152,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Calanus,Calanus australis australis,urn:lsid:marinespecies.org:taxname:716449,"Calanus australis australis Brodsky, 1959",Calanoid,Calanus australis,Calanus australis,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,2435.1413,1.62905113577898E-06,2435.1413,0.003090146,NA,NA,NA,NA,NA,NA
104193,Calocalanus,Calocalanus,640,"Giesbrecht, 1888",180,Genus,104093,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Calocalanus,NA,urn:lsid:marinespecies.org:taxname:104193,"Calocalanus Giesbrecht, 1888",Calanoid,Calocalanus spp.,Calocalanus spp.,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,47819.9151,3.19903764954214E-05,2309.9151,0.002931237,43600,NA,200,1.4782770629978E-07,1710,0.00021085457138259
211848,Calocalanus plumulosus,Calocalanus plumulosus,676,"(Claus, 1863)",220,Species,104193,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Calocalanus,Calocalanus plumulosus,urn:lsid:marinespecies.org:taxname:211848,"Calocalanus plumulosus (Claus, 1863)",Calanoid,Calocalanus plumulosus,Calocalanus plumulosus,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,316.5658,2.11774929051871E-07,303.5658,0.00038521899291605,NA,NA,NA,NA,13,1.60298796957529E-06
104669,Calocalanus pavo,Calocalanus pavo,673,"(Dana, 1852)",220,Species,104193,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Calocalanus,Calocalanus pavo,urn:lsid:marinespecies.org:taxname:104669,"Calocalanus pavo (Dana, 1852)",Calanoid,Calocalanus pavo,Calocalanus pavo,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,220.7095,1.47649362955739E-07,220.7095,0.00028007598786492,NA,NA,NA,NA,NA,NA
104673,Calocalanus styliremis,Calocalanus styliremis,683,"Giesbrecht, 1888",220,Species,104193,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Calocalanus,Calocalanus styliremis,urn:lsid:marinespecies.org:taxname:104673,"Calocalanus styliremis Giesbrecht, 1888",Calanoid,Calocalanus styliremis,Calocalanus styliremis,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,64.1411,4.29088578166338E-08,50.1411,6.36280636544138E-05,NA,NA,NA,NA,14,1.7262947364657E-06
237966,Calocalanus tenuis,Calocalanus tenuis,685,"Farran, 1926",220,Species,104193,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Calocalanus,Calocalanus tenuis,urn:lsid:marinespecies.org:taxname:237966,"Calocalanus tenuis Farran, 1926",Calanoid,Calocalanus tenuis,Calocalanus tenuis,omnivore,omnivore; herbivore,[1] [A],omnivore; herbivore,0,omni,TRUE,0.6667,4.46006312744087E-10,0.6667,8.46029106629046E-07,NA,NA,NA,NA,NA,NA
